1, 10000, 110
2, 10000, 116
3, 10000, 2
4, 10000, 2
5, 10000, 2
1, 10000, 115
2, 10000, 114
3, 10000, 2
4, 10000, 2
5, 10000, 2
1, 10000, 112
2, 10000, 114
3, 10000, 2
4, 10000, 2
5, 10000, 2
1, 10000, 109
2, 10000, 121
3, 10000, 2
4, 10000, 2
5, 10000, 2
1, 10000, 117
2, 10000, 115
3, 10000, 1
4, 10000, 2
5, 10000, 2
1, 10000, 108
2, 10000, 113
3, 10000, 2
4, 10000, 2
5, 10000, 2
1, 13000, 183
2, 13000, 196
3, 13000, 2
4, 13000, 2
5, 13000, 3
1, 13000, 179
2, 13000, 198
3, 13000, 3
4, 13000, 3
5, 13000, 3
1, 13000, 189
2, 13000, 197
3, 13000, 3
4, 13000, 3
5, 13000, 2
1, 13000, 182
2, 13000, 194
3, 13000, 2
4, 13000, 2
5, 13000, 2
1, 13000, 187
2, 13000, 198
3, 13000, 3
4, 13000, 3
5, 13000, 2
1, 13000, 180
2, 13000, 194
3, 13000, 3
4, 13000, 2
5, 13000, 3
1, 16000, 277
2, 16000, 301
3, 16000, 4
4, 16000, 4
5, 16000, 3
1, 16000, 276
2, 16000, 298
3, 16000, 3
4, 16000, 3
5, 16000, 3
1, 16000, 288
2, 16000, 296
3, 16000, 3
4, 16000, 3
5, 16000, 4
1, 16000, 294
2, 16000, 293
3, 16000, 4
4, 16000, 3
5, 16000, 4
1, 16000, 284
2, 16000, 306
3, 16000, 4
4, 16000, 4
5, 16000, 4
1, 16000, 296
2, 16000, 299
3, 16000, 3
4, 16000, 3
5, 16000, 3
1, 19000, 397
2, 19000, 420
3, 19000, 5
4, 19000, 5
5, 19000, 5
1, 19000, 404
2, 19000, 407
3, 19000, 5
4, 19000, 4
5, 19000, 4
1, 19000, 394
2, 19000, 421
3, 19000, 4
4, 19000, 4
5, 19000, 4
1, 19000, 399
2, 19000, 406
3, 19000, 4
4, 19000, 4
5, 19000, 4
1, 19000, 399
2, 19000, 412
3, 19000, 4
4, 19000, 5
5, 19000, 4
1, 19000, 403
2, 19000, 420
3, 19000, 5
4, 19000, 4
5, 19000, 4
1, 22000, 574
2, 22000, 569
3, 22000, 5
4, 22000, 5
5, 22000, 4
1, 22000, 559
2, 22000, 560
3, 22000, 5
4, 22000, 5
5, 22000, 5
1, 22000, 541
2, 22000, 548
3, 22000, 5
4, 22000, 5
5, 22000, 5
1, 22000, 522
2, 22000, 565
3, 22000, 5
4, 22000, 6
5, 22000, 4
1, 22000, 528
2, 22000, 574
3, 22000, 6
4, 22000, 5
5, 22000, 5
1, 22000, 545
2, 22000, 567
3, 22000, 6
4, 22000, 5
5, 22000, 5
