1, 10000, 2
2, 10000, 391
3, 10000, 981
4, 10000, 497
5, 10000, 466
1, 10000, 0
2, 10000, 395
3, 10000, 999
4, 10000, 502
5, 10000, 463
1, 10000, 0
2, 10000, 368
3, 10000, 949
4, 10000, 477
5, 10000, 450
1, 10000, 1
2, 10000, 360
3, 10000, 940
4, 10000, 461
5, 10000, 423
1, 10000, 1
2, 10000, 383
3, 10000, 950
4, 10000, 478
5, 10000, 443
1, 10000, 0
2, 10000, 369
3, 10000, 962
4, 10000, 484
5, 10000, 460
1, 13000, 1
2, 13000, 641
3, 13000, 1975
4, 13000, 1003
5, 13000, 884
1, 13000, 1
2, 13000, 704
3, 13000, 2025
4, 13000, 997
5, 13000, 882
1, 13000, 1
2, 13000, 637
3, 13000, 1901
4, 13000, 974
5, 13000, 883
1, 13000, 1
2, 13000, 650
3, 13000, 1924
4, 13000, 981
5, 13000, 879
1, 13000, 1
2, 13000, 714
3, 13000, 2039
4, 13000, 1001
5, 13000, 882
1, 13000, 1
2, 13000, 635
3, 13000, 1915
4, 13000, 982
5, 13000, 889
1, 16000, 2
2, 16000, 1132
3, 16000, 3331
4, 16000, 1700
5, 16000, 1547
1, 16000, 1
2, 16000, 1182
3, 16000, 3340
4, 16000, 1706
5, 16000, 1555
1, 16000, 1
2, 16000, 1010
3, 16000, 3367
4, 16000, 1757
5, 16000, 1566
1, 16000, 1
2, 16000, 1062
3, 16000, 3380
4, 16000, 1757
5, 16000, 1570
1, 16000, 1
2, 16000, 1003
3, 16000, 3350
4, 16000, 1742
5, 16000, 1567
1, 16000, 1
2, 16000, 1058
3, 16000, 3375
4, 16000, 1755
5, 16000, 1576
1, 19000, 2
2, 19000, 1443
3, 19000, 5308
4, 19000, 2971
5, 19000, 2516
1, 19000, 1
2, 19000, 1721
3, 19000, 4895
4, 19000, 2730
5, 19000, 2478
1, 19000, 1
2, 19000, 1721
3, 19000, 4826
4, 19000, 2689
5, 19000, 2669
1, 19000, 2
2, 19000, 1560
3, 19000, 4988
4, 19000, 2720
5, 19000, 2465
1, 19000, 1
2, 19000, 1748
3, 19000, 4925
4, 19000, 2730
5, 19000, 2489
1, 19000, 1
2, 19000, 1740
3, 19000, 4880
4, 19000, 2699
5, 19000, 2458
1, 22000, 1
2, 22000, 2333
3, 22000, 6906
4, 22000, 3828
5, 22000, 3695
1, 22000, 2
2, 22000, 2140
3, 22000, 6893
4, 22000, 3829
5, 22000, 3662
1, 22000, 2
2, 22000, 2029
3, 22000, 6860
4, 22000, 3796
5, 22000, 3619
1, 22000, 1
2, 22000, 2422
3, 22000, 6897
4, 22000, 3810
5, 22000, 3643
1, 22000, 2
2, 22000, 2433
3, 22000, 6857
4, 22000, 3822
5, 22000, 3677
1, 22000, 1
2, 22000, 2402
3, 22000, 6854
4, 22000, 3808
5, 22000, 3662
