1, 10000, 201
2, 10000, 95
3, 10000, 421
4, 10000, 197
5, 10000, 192
1, 10000, 200
2, 10000, 95
3, 10000, 408
4, 10000, 191
5, 10000, 189
1, 10000, 201
2, 10000, 101
3, 10000, 430
4, 10000, 203
5, 10000, 196
1, 10000, 204
2, 10000, 95
3, 10000, 393
4, 10000, 190
5, 10000, 190
1, 10000, 201
2, 10000, 98
3, 10000, 380
4, 10000, 192
5, 10000, 188
1, 10000, 193
2, 10000, 95
3, 10000, 382
4, 10000, 192
5, 10000, 189
1, 13000, 337
2, 13000, 170
3, 13000, 639
4, 13000, 315
5, 13000, 318
1, 13000, 331
2, 13000, 164
3, 13000, 639
4, 13000, 316
5, 13000, 318
1, 13000, 331
2, 13000, 163
3, 13000, 637
4, 13000, 319
5, 13000, 319
1, 13000, 322
2, 13000, 161
3, 13000, 639
4, 13000, 314
5, 13000, 318
1, 13000, 329
2, 13000, 165
3, 13000, 641
4, 13000, 313
5, 13000, 318
1, 13000, 329
2, 13000, 163
3, 13000, 648
4, 13000, 312
5, 13000, 319
1, 16000, 497
2, 16000, 254
3, 16000, 969
4, 16000, 489
5, 16000, 517
1, 16000, 533
2, 16000, 253
3, 16000, 980
4, 16000, 486
5, 16000, 487
1, 16000, 489
2, 16000, 255
3, 16000, 992
4, 16000, 502
5, 16000, 488
1, 16000, 565
2, 16000, 250
3, 16000, 1078
4, 16000, 546
5, 16000, 527
1, 16000, 583
2, 16000, 253
3, 16000, 978
4, 16000, 490
5, 16000, 486
1, 16000, 524
2, 16000, 261
3, 16000, 1029
4, 16000, 484
5, 16000, 483
1, 19000, 708
2, 19000, 355
3, 19000, 1381
4, 19000, 681
5, 19000, 689
1, 19000, 707
2, 19000, 355
3, 19000, 1378
4, 19000, 691
5, 19000, 687
1, 19000, 719
2, 19000, 362
3, 19000, 1374
4, 19000, 687
5, 19000, 685
1, 19000, 713
2, 19000, 354
3, 19000, 1391
4, 19000, 677
5, 19000, 682
1, 19000, 746
2, 19000, 353
3, 19000, 1371
4, 19000, 678
5, 19000, 678
1, 19000, 703
2, 19000, 355
3, 19000, 1361
4, 19000, 682
5, 19000, 681
1, 22000, 972
2, 22000, 784
3, 22000, 3048
4, 22000, 1492
5, 22000, 1494
1, 22000, 1673
2, 22000, 820
3, 22000, 3070
4, 22000, 1521
5, 22000, 1530
1, 22000, 1597
2, 22000, 817
3, 22000, 3055
4, 22000, 1520
5, 22000, 1493
1, 22000, 1528
2, 22000, 865
3, 22000, 3120
4, 22000, 1489
5, 22000, 1519
1, 22000, 1584
2, 22000, 861
3, 22000, 3074
4, 22000, 1527
5, 22000, 1533
1, 22000, 1560
2, 22000, 847
3, 22000, 3117
4, 22000, 1576
5, 22000, 1545
