1, 10000, 224
2, 10000, 197
3, 10000, 954
4, 10000, 438
5, 10000, 434
1, 10000, 226
2, 10000, 206
3, 10000, 1013
4, 10000, 458
5, 10000, 451
1, 10000, 226
2, 10000, 206
3, 10000, 994
4, 10000, 456
5, 10000, 452
1, 10000, 221
2, 10000, 200
3, 10000, 1012
4, 10000, 446
5, 10000, 444
1, 10000, 220
2, 10000, 194
3, 10000, 959
4, 10000, 436
5, 10000, 426
1, 10000, 226
2, 10000, 214
3, 10000, 1032
4, 10000, 470
5, 10000, 462
1, 13000, 414
2, 13000, 386
3, 13000, 2031
4, 13000, 901
5, 13000, 898
1, 13000, 432
2, 13000, 403
3, 13000, 2067
4, 13000, 921
5, 13000, 924
1, 13000, 418
2, 13000, 398
3, 13000, 2088
4, 13000, 926
5, 13000, 926
1, 13000, 406
2, 13000, 395
3, 13000, 2070
4, 13000, 911
5, 13000, 911
1, 13000, 408
2, 13000, 396
3, 13000, 2047
4, 13000, 911
5, 13000, 912
1, 13000, 409
2, 13000, 392
3, 13000, 2080
4, 13000, 913
5, 13000, 911
1, 16000, 690
2, 16000, 669
3, 16000, 3455
4, 16000, 1580
5, 16000, 1550
1, 16000, 775
2, 16000, 764
3, 16000, 3713
4, 16000, 1673
5, 16000, 1607
1, 16000, 738
2, 16000, 796
3, 16000, 3906
4, 16000, 1624
5, 16000, 1712
1, 16000, 778
2, 16000, 748
3, 16000, 3907
4, 16000, 1745
5, 16000, 1712
1, 16000, 691
2, 16000, 681
3, 16000, 4352
4, 16000, 1563
5, 16000, 1563
1, 16000, 765
2, 16000, 728
3, 16000, 3688
4, 16000, 1661
5, 16000, 1519
1, 19000, 1066
2, 19000, 1042
3, 19000, 5065
4, 19000, 2424
5, 19000, 2432
1, 19000, 1082
2, 19000, 1036
3, 19000, 5076
4, 19000, 2423
5, 19000, 2434
1, 19000, 1077
2, 19000, 1036
3, 19000, 5021
4, 19000, 2400
5, 19000, 2396
1, 19000, 1074
2, 19000, 1038
3, 19000, 5079
4, 19000, 2423
5, 19000, 2426
1, 19000, 1076
2, 19000, 1037
3, 19000, 5011
4, 19000, 2406
5, 19000, 2401
1, 19000, 1075
2, 19000, 1036
3, 19000, 5056
4, 19000, 2413
5, 19000, 2413
1, 22000, 2736
2, 22000, 2677
3, 22000, 12899
4, 22000, 6061
5, 22000, 6409
1, 22000, 5344
2, 22000, 4121
3, 22000, 21187
4, 22000, 6254
5, 22000, 6101
1, 22000, 2761
2, 22000, 2816
3, 22000, 11964
4, 22000, 6156
5, 22000, 6098
1, 22000, 2655
2, 22000, 2604
3, 22000, 12039
4, 22000, 6092
5, 22000, 5968
1, 22000, 2667
2, 22000, 2589
3, 22000, 12003
4, 22000, 6095
5, 22000, 5969
1, 22000, 2946
2, 22000, 2677
3, 22000, 12478
4, 22000, 6217
5, 22000, 6181
